Date,Open,High,Low,Close,Volume,"SMA(20)","SMA(50)","SMA(100)","SMA(200)","RSI(14)","MACDh(12,26,9)","Up","Down"
8/26/2021 3:39:00 PM ET,204.1,204.18,203.6,203.7689,5570,204.29937500000017,205.50910999999994,208.21121299999976,209.2983260000001,41.11434796482141,0.1167255601750321,5570,
8/26/2021 3:38:00 PM ET,204.4,204.52,203.97,204.2523,5023,204.40022000000016,205.58193199999994,208.28862499999977,209.32843150000008,45.606538600916075,0.1329620819540367,5023,
8/26/2021 3:37:00 PM ET,204,204.19,203.89,204.18,2000,204.46760500000016,205.65178599999996,208.36635199999978,209.35709500000007,44.76843229275402,0.10794039357178775,2000,
8/26/2021 3:36:00 PM ET,204.05,204.2,203.85,204.2,1801,204.51961000000017,205.74362599999998,208.45001399999978,209.38054450000007,44.94632313758733,0.07624969139496152,1801,
8/26/2021 3:35:00 PM ET,204.3,204.395,203.77,204.145,2181,204.57611000000017,205.83882399999996,208.5359769999998,209.39754450000007,44.38197737814218,0.027564068277333487,2181,
8/26/2021 3:34:00 PM ET,203.4983,204.47,203.2934,204.27,6211,204.57936500000017,205.93142399999994,208.6211269999998,209.4083040000001,45.36333327294954,-0.03625065498455371,6211,
8/26/2021 3:33:00 PM ET,203.1,203.55,202.8501,203.27,5521,204.59936500000018,206.0183099999999,208.6956269999998,209.41645400000013,34.62499956245881,-0.13709297819191635,5521,
8/26/2021 3:32:00 PM ET,202.98,203.29,202.93,203.045,4395,204.69761500000018,206.1085099999999,208.7806269999998,209.42931450000015,31.825553155260085,-0.1741634348439376,4395,
8/26/2021 3:31:00 PM ET,202.73,203.15,202.63,202.88,7956,204.82286500000018,206.19606599999992,208.8569269999998,209.44213950000017,29.777926158344265,-0.18579594976522706,7956,
8/26/2021 3:30:00 PM ET,203.57,203.67,202.76,202.76,5007,204.9548650000002,206.28246599999994,208.9335269999998,209.4570895000002,28.324091394184848,-0.16261289616759056,5007,
8/26/2021 3:29:00 PM ET,203.045,203.8399,202.81,203.52,13320,205.1028650000002,206.37906599999994,209.01292699999985,209.47498950000016,32.25080904943569,-0.09107957164206626,13320,
8/26/2021 3:28:00 PM ET,204.86,204.995,203.04,203.3049,24314,205.2128650000002,206.46986599999994,209.08092699999983,209.48946450000017,29.689046880119058,-0.03857969435527375,24314,
8/26/2021 3:27:00 PM ET,204.85,205.2,204.8401,205.13,1320,205.3396250000002,206.57376799999994,209.15042799999983,209.50519000000014,42.287130306559284,0.07811399483981907,1320,
8/26/2021 3:26:00 PM ET,205.165,205.44,204.85,204.9864,3817,205.36263000000022,206.642668,209.20627799999983,209.51244000000017,40.44066498267516,0.07959641286736374,3817,
8/26/2021 3:25:00 PM ET,205.125,205.29,205.0611,205.28,953,205.41481000000022,206.73854,209.26156399999982,209.52250800000016,43.055947210097884,0.0978740060056118,953,
8/26/2021 3:24:00 PM ET,205.4,205.4,204.87,205.24,3606,205.48631000000023,206.84341399999997,209.31881399999983,209.53110800000016,42.58623095589903,0.09719339860022636,3606,
8/26/2021 3:23:00 PM ET,204.835,205.205,204.835,205.205,2556,205.58631000000022,206.960614,209.38262299999985,209.54126550000018,42.198842099409546,0.10064521842322893,2556,
8/26/2021 3:22:00 PM ET,205.55,205.55,204.4,204.77,19040,205.6921900000002,207.08463,209.44117399999982,209.54992050000018,37.3178088686013,0.11024578002490604,19040,
8/26/2021 3:21:00 PM ET,205.7,205.98,205.5225,205.98,3405,205.81544000000022,207.22923,209.4978519999998,209.5596260000002,47.72803644131997,0.16994667892466764,3405,
8/26/2021 3:20:00 PM ET,205.81,206.16,205.73,205.8,5087,205.88062500000024,207.336292,209.5342509999998,209.5658260000002,45.633048535133234,0.13749720726035153,5087,
8/26/2021 3:19:00 PM ET,205.6,205.89,205.6,205.7858,4562,205.94319000000024,207.441592,209.57069699999983,209.57006250000018,45.47296164378313,0.10288522447670301,4562,
8/26/2021 3:18:00 PM ET,205.4999,205.7399,205.36,205.6,4244,205.94040500000023,207.55177600000002,209.60748899999982,209.57435850000016,43.44981432826779,0.05133640917560889,4244,
8/26/2021 3:17:00 PM ET,205.33,205.53,205.2201,205.2201,11428,205.97068000000021,207.66677600000003,209.6431889999998,209.5803585000002,39.16419324671579,-0.005076869000477546,11428,
8/26/2021 3:16:00 PM ET,204.395,205.42,204.395,205.33,5739,206.06317500000023,207.78737400000003,209.6798879999998,209.58466750000017,39.978044424433165,-0.04458338819181984,5739,
8/26/2021 3:15:00 PM ET,204.6823,204.87,204.2101,204.2101,14270,206.18017500000025,207.90567400000003,209.7211949999998,209.58789250000015,25.287160697453153,-0.10370076710328502,14270,
8/26/2021 3:14:00 PM ET,205.44,205.44,204.61,204.67,15814,206.33967000000024,208.04307200000002,209.7740379999998,209.5929920000002,27.890253977712597,-0.0641081401072402,15814,
